NAME,GEOG,NID,ASSESSMENT_CHANGE,SALES_QUARTILE,OVER_UNDER,D_OVER_UNDER,COUNT,D_COUNT,MED_SALES_PRICE,MED_SALES_RATIO,COD,D_COD,PRD,N_LOW_COUNT,VCS_LOW_COUNT
Ashton Hall,neighborhood,66,66.0448054967778,Q3,Accurate,Accurate,7,7,441000,0.636558620689655,14.8925963777199,18.8870032810077,1.02954792342582,NA,NA
Ashton Hall,neighborhood,67,66.0448054967778,Q3,Overassessed,Overassessed,7,7,441000,0.636558620689655,14.8925963777199,18.8870032810077,1.02954792342582,NA,NA
Ashton Hall,neighborhood,68,66.0448054967778,Q4,Accurate,Accurate,6,6,441000,0.636558620689655,14.8925963777199,18.8870032810077,1.02954792342582,NA,NA
Ashton Hall,neighborhood,69,66.0448054967778,Q4,Overassessed,Overassessed,4,4,441000,0.636558620689655,14.8925963777199,18.8870032810077,1.02954792342582,NA,NA
Ashton Hall,neighborhood,70,66.0448054967778,Q4,Underassessed,Underassessed,4,4,441000,0.636558620689655,14.8925963777199,18.8870032810077,1.02954792342582,NA,NA
Auburn Hills,neighborhood,71,90.4365526033482,Q1,Accurate,Accurate,3,3,435000,0.572665024630542,11.1597217220633,11.0455404455614,1.01525764204369,NA,NA
Auburn Hills,neighborhood,72,90.4365526033482,Q1,Overassessed,Overassessed,8,8,435000,0.572665024630542,11.1597217220633,11.0455404455614,1.01525764204369,NA,NA
Auburn Hills,neighborhood,73,90.4365526033482,Q2,Accurate,Accurate,6,6,435000,0.572665024630542,11.1597217220633,11.0455404455614,1.01525764204369,NA,NA
Auburn Hills,neighborhood,74,90.4365526033482,Q2,Overassessed,Overassessed,2,2,435000,0.572665024630542,11.1597217220633,11.0455404455614,1.01525764204369,NA,NA
Auburn Hills,neighborhood,75,90.4365526033482,Q2,Underassessed,Underassessed,3,3,435000,0.572665024630542,11.1597217220633,11.0455404455614,1.01525764204369,NA,NA
Auburn Hills,neighborhood,76,90.4365526033482,Q3,Accurate,Accurate,8,8,435000,0.572665024630542,11.1597217220633,11.0455404455614,1.01525764204369,NA,NA
Auburn Hills,neighborhood,77,90.4365526033482,Q3,Overassessed,Overassessed,1,1,435000,0.572665024630542,11.1597217220633,11.0455404455614,1.01525764204369,NA,NA
Auburn Hills,neighborhood,78,90.4365526033482,Q3,Underassessed,Underassessed,2,2,435000,0.572665024630542,11.1597217220633,11.0455404455614,1.01525764204369,NA,NA
Auburn Hills,neighborhood,79,90.4365526033482,Q4,Accurate,Accurate,5,5,435000,0.572665024630542,11.1597217220633,11.0455404455614,1.01525764204369,NA,NA
Auburn Hills,neighborhood,80,90.4365526033482,Q4,Underassessed,Underassessed,5,5,435000,0.572665024630542,11.1597217220633,11.0455404455614,1.01525764204369,NA,NA
Audubon Park,neighborhood,81,72.7861383533632,Q1,Overassessed,Overassessed,16,16,475000,0.575435294117647,13.8761238250918,13.7988693091826,1.03365250721771,NA,NA
Audubon Park,neighborhood,82,72.7861383533632,Q2,Accurate,Accurate,12,12,475000,0.575435294117647,13.8761238250918,13.7988693091826,1.03365250721771,NA,NA
Audubon Park,neighborhood,83,72.7861383533632,Q2,Overassessed,Overassessed,3,3,475000,0.575435294117647,13.8761238250918,13.7988693091826,1.03365250721771,NA,NA
Audubon Park,neighborhood,84,72.7861383533632,Q3,Accurate,Accurate,10,10,475000,0.575435294117647,13.8761238250918,13.7988693091826,1.03365250721771,NA,NA
Audubon Park,neighborhood,85,72.7861383533632,Q3,Underassessed,Underassessed,5,5,475000,0.575435294117647,13.8761238250918,13.7988693091826,1.03365250721771,NA,NA
Audubon Park,neighborhood,86,72.7861383533632,Q4,Accurate,Accurate,8,8,475000,0.575435294117647,13.8761238250918,13.7988693091826,1.03365250721771,NA,NA
Audubon Park,neighborhood,87,72.7861383533632,Q4,Underassessed,Underassessed,7,7,475000,0.575435294117647,13.8761238250918,13.7988693091826,1.03365250721771,NA,NA
Autumn Ridge,neighborhood,88,73.9681408526807,Q1,Overassessed,Overassessed,4,4,510000,0.618739393939394,13.3333415039203,15.9552647427679,1.02535123795971,NA,NA
Autumn Ridge,neighborhood,89,73.9681408526807,Q2,Accurate,Accurate,2,2,510000,0.618739393939394,13.3333415039203,15.9552647427679,1.02535123795971,NA,NA
Autumn Ridge,neighborhood,90,73.9681408526807,Q2,Overassessed,Overassessed,2,2,510000,0.618739393939394,13.3333415039203,15.9552647427679,1.02535123795971,NA,NA
Autumn Ridge,neighborhood,91,73.9681408526807,Q3,Accurate,Accurate,4,4,510000,0.618739393939394,13.3333415039203,15.9552647427679,1.02535123795971,NA,NA
Autumn Ridge,neighborhood,92,73.9681408526807,Q4,Accurate,Accurate,1,1,510000,0.618739393939394,13.3333415039203,15.9552647427679,1.02535123795971,NA,NA
Autumn Ridge,neighborhood,93,73.9681408526807,Q4,Underassessed,Underassessed,2,2,510000,0.618739393939394,13.3333415039203,15.9552647427679,1.02535123795971,NA,NA
Barclay to Sandlewood,neighborhood,94,58.5755994274469,Q1,Accurate,Accurate,4,4,345000,0.611018867924528,22.3276909151564,23.9485346824991,1.09244595983548,NA,NA
Barclay to Sandlewood,neighborhood,95,58.5755994274469,Q1,Overassessed,Overassessed,7,7,345000,0.611018867924528,22.3276909151564,23.9485346824991,1.09244595983548,NA,NA
Barclay to Sandlewood,neighborhood,96,58.5755994274469,Q2,Accurate,Accurate,6,6,345000,0.611018867924528,22.3276909151564,23.9485346824991,1.09244595983548,NA,NA
Barclay to Sandlewood,neighborhood,97,58.5755994274469,Q2,Overassessed,Overassessed,3,3,345000,0.611018867924528,22.3276909151564,23.9485346824991,1.09244595983548,NA,NA
Barclay to Sandlewood,neighborhood,98,58.5755994274469,Q2,Underassessed,Underassessed,1,1,345000,0.611018867924528,22.3276909151564,23.9485346824991,1.09244595983548,NA,NA
Barclay to Sandlewood,neighborhood,99,58.5755994274469,Q3,Accurate,Accurate,4,4,345000,0.611018867924528,22.3276909151564,23.9485346824991,1.09244595983548,NA,NA
Barclay to Sandlewood,neighborhood,100,58.5755994274469,Q3,Overassessed,Overassessed,3,3,345000,0.611018867924528,22.3276909151564,23.9485346824991,1.09244595983548,NA,NA
Barclay to Sandlewood,neighborhood,101,58.5755994274469,Q3,Underassessed,Underassessed,3,3,345000,0.611018867924528,22.3276909151564,23.9485346824991,1.09244595983548,NA,NA
Barclay to Sandlewood,neighborhood,102,58.5755994274469,Q4,Accurate,Accurate,6,6,345000,0.611018867924528,22.3276909151564,23.9485346824991,1.09244595983548,NA,NA
Barclay to Sandlewood,neighborhood,103,58.5755994274469,Q4,Overassessed,Overassessed,4,4,345000,0.611018867924528,22.3276909151564,23.9485346824991,1.09244595983548,NA,NA
Belcrest,neighborhood,104,97.1406307685806,Q1,Accurate,Accurate,1,1,450000,0.555063157894737,11.0353927597808,11.4340302291774,1.01479598478597,NA,NA
Belcrest,neighborhood,105,97.1406307685806,Q1,Overassessed,Overassessed,3,3,450000,0.555063157894737,11.0353927597808,11.4340302291774,1.01479598478597,NA,NA
Belcrest,neighborhood,106,97.1406307685806,Q2,Accurate,Accurate,3,3,450000,0.555063157894737,11.0353927597808,11.4340302291774,1.01479598478597,NA,NA
Belcrest,neighborhood,107,97.1406307685806,Q3,Accurate,Accurate,2,2,450000,0.555063157894737,11.0353927597808,11.4340302291774,1.01479598478597,NA,NA
Belcrest,neighborhood,108,97.1406307685806,Q3,Underassessed,Underassessed,1,1,450000,0.555063157894737,11.0353927597808,11.4340302291774,1.01479598478597,NA,NA
Belcrest,neighborhood,109,97.1406307685806,Q4,Accurate,Accurate,1,1,450000,0.555063157894737,11.0353927597808,11.4340302291774,1.01479598478597,NA,NA
Belcrest,neighborhood,110,97.1406307685806,Q4,Underassessed,Underassessed,2,2,450000,0.555063157894737,11.0353927597808,11.4340302291774,1.01479598478597,NA,NA
Bennet Place,neighborhood,111,72.6886142558985,Q1,Accurate,Accurate,2,2,350000,0.588430508474576,15.4268370771641,15.7810703647221,1.02950669441454,NA,NA
Bennet Place,neighborhood,112,72.6886142558985,Q1,Overassessed,Overassessed,3,3,350000,0.588430508474576,15.4268370771641,15.7810703647221,1.02950669441454,NA,NA
Bennet Place,neighborhood,113,72.6886142558985,Q2,Accurate,Accurate,4,4,350000,0.588430508474576,15.4268370771641,15.7810703647221,1.02950669441454,NA,NA
Bennet Place,neighborhood,114,72.6886142558985,Q3,Accurate,Accurate,3,3,350000,0.588430508474576,15.4268370771641,15.7810703647221,1.02950669441454,NA,NA
Bennet Place,neighborhood,115,72.6886142558985,Q3,Underassessed,Underassessed,1,1,350000,0.588430508474576,15.4268370771641,15.7810703647221,1.02950669441454,NA,NA
Bennet Place,neighborhood,116,72.6886142558985,Q4,Accurate,Accurate,2,2,350000,0.588430508474576,15.4268370771641,15.7810703647221,1.02950669441454,NA,NA
Bennet Place,neighborhood,117,72.6886142558985,Q4,Overassessed,Overassessed,2,2,350000,0.588430508474576,15.4268370771641,15.7810703647221,1.02950669441454,NA,NA
Bent Creek / Woodberry Forest,neighborhood,118,88.3698247977017,Q1,Overassessed,Overassessed,4,4,585000,0.607520930232558,14.5959945986547,15.4918442163726,1.01055532475715,NA,NA
Bent Creek / Woodberry Forest,neighborhood,119,88.3698247977017,Q1,Underassessed,Underassessed,1,1,585000,0.607520930232558,14.5959945986547,15.4918442163726,1.01055532475715,NA,NA
Bent Creek / Woodberry Forest,neighborhood,120,88.3698247977017,Q2,Accurate,Accurate,1,1,585000,0.607520930232558,14.5959945986547,15.4918442163726,1.01055532475715,NA,NA
Bent Creek / Woodberry Forest,neighborhood,121,88.3698247977017,Q2,Overassessed,Overassessed,1,1,585000,0.607520930232558,14.5959945986547,15.4918442163726,1.01055532475715,NA,NA
Bent Creek / Woodberry Forest,neighborhood,122,88.3698247977017,Q2,Underassessed,Underassessed,3,3,585000,0.607520930232558,14.5959945986547,15.4918442163726,1.01055532475715,NA,NA
Bent Creek / Woodberry Forest,neighborhood,123,88.3698247977017,Q3,Accurate,Accurate,2,2,585000,0.607520930232558,14.5959945986547,15.4918442163726,1.01055532475715,NA,NA
Bent Creek / Woodberry Forest,neighborhood,124,88.3698247977017,Q3,Overassessed,Overassessed,1,1,585000,0.607520930232558,14.5959945986547,15.4918442163726,1.01055532475715,NA,NA
Bent Creek / Woodberry Forest,neighborhood,125,88.3698247977017,Q3,Underassessed,Underassessed,2,2,585000,0.607520930232558,14.5959945986547,15.4918442163726,1.01055532475715,NA,NA
Bent Creek / Woodberry Forest,neighborhood,126,88.3698247977017,Q4,Accurate,Accurate,3,3,585000,0.607520930232558,14.5959945986547,15.4918442163726,1.01055532475715,NA,NA
Bent Creek / Woodberry Forest,neighborhood,127,88.3698247977017,Q4,Underassessed,Underassessed,1,1,585000,0.607520930232558,14.5959945986547,15.4918442163726,1.01055532475715,NA,NA
Bluffs of the Eno,neighborhood,128,101.970904430132,Q1,Accurate,Accurate,1,1,311000,0.495435521885522,18.0395644701401,17.4848357154637,1.03152995761838,NA,NA
Bluffs of the Eno,neighborhood,129,101.970904430132,Q1,Overassessed,Overassessed,2,2,311000,0.495435521885522,18.0395644701401,17.4848357154637,1.03152995761838,NA,NA
Bluffs of the Eno,neighborhood,130,101.970904430132,Q2,Overassessed,Overassessed,2,2,311000,0.495435521885522,18.0395644701401,17.4848357154637,1.03152995761838,NA,NA
Bluffs of the Eno,neighborhood,131,101.970904430132,Q2,Underassessed,Underassessed,1,1,311000,0.495435521885522,18.0395644701401,17.4848357154637,1.03152995761838,NA,NA
Bluffs of the Eno,neighborhood,132,101.970904430132,Q3,Underassessed,Underassessed,3,3,311000,0.495435521885522,18.0395644701401,17.4848357154637,1.03152995761838,NA,NA
Bluffs of the Eno,neighborhood,133,101.970904430132,Q4,Underassessed,Underassessed,3,3,311000,0.495435521885522,18.0395644701401,17.4848357154637,1.03152995761838,NA,NA
Bradbury Glen,neighborhood,134,105.789368546968,Q1,Accurate,Accurate,1,1,412500,0.621628572049933,13.2941319405908,15.8490892228067,1.02280201056767,NA,NA
Bradbury Glen,neighborhood,135,105.789368546968,Q1,Overassessed,Overassessed,2,2,412500,0.621628572049933,13.2941319405908,15.8490892228067,1.02280201056767,NA,NA
Bradbury Glen,neighborhood,136,105.789368546968,Q2,Overassessed,Overassessed,3,3,412500,0.621628572049933,13.2941319405908,15.8490892228067,1.02280201056767,NA,NA
Bradbury Glen,neighborhood,137,105.789368546968,Q3,Accurate,Accurate,3,3,412500,0.621628572049933,13.2941319405908,15.8490892228067,1.02280201056767,NA,NA
Bradbury Glen,neighborhood,138,105.789368546968,Q4,Underassessed,Underassessed,3,3,412500,0.621628572049933,13.2941319405908,15.8490892228067,1.02280201056767,NA,NA
Bradbury Trace,neighborhood,139,91.6652387245862,Q1,Accurate,Accurate,5,5,380000,0.577002739726027,10.6742959839798,10.6104956656656,1.0115717119268,NA,NA
Bradbury Trace,neighborhood,140,91.6652387245862,Q1,Overassessed,Overassessed,8,8,380000,0.577002739726027,10.6742959839798,10.6104956656656,1.0115717119268,NA,NA
Bradbury Trace,neighborhood,141,91.6652387245862,Q2,Accurate,Accurate,7,7,380000,0.577002739726027,10.6742959839798,10.6104956656656,1.0115717119268,NA,NA
Bradbury Trace,neighborhood,142,91.6652387245862,Q2,Overassessed,Overassessed,2,2,380000,0.577002739726027,10.6742959839798,10.6104956656656,1.0115717119268,NA,NA
Bradbury Trace,neighborhood,143,91.6652387245862,Q2,Underassessed,Underassessed,3,3,380000,0.577002739726027,10.6742959839798,10.6104956656656,1.0115717119268,NA,NA
Bradbury Trace,neighborhood,144,91.6652387245862,Q3,Accurate,Accurate,8,8,380000,0.577002739726027,10.6742959839798,10.6104956656656,1.0115717119268,NA,NA
Bradbury Trace,neighborhood,145,91.6652387245862,Q3,Overassessed,Overassessed,3,3,380000,0.577002739726027,10.6742959839798,10.6104956656656,1.0115717119268,NA,NA
Bradbury Trace,neighborhood,146,91.6652387245862,Q3,Underassessed,Underassessed,1,1,380000,0.577002739726027,10.6742959839798,10.6104956656656,1.0115717119268,NA,NA
Bradbury Trace,neighborhood,147,91.6652387245862,Q4,Accurate,Accurate,7,7,380000,0.577002739726027,10.6742959839798,10.6104956656656,1.0115717119268,NA,NA
Bradbury Trace,neighborhood,148,91.6652387245862,Q4,Underassessed,Underassessed,5,5,380000,0.577002739726027,10.6742959839798,10.6104956656656,1.0115717119268,NA,NA
Bragtown,neighborhood,149,88.7212812146368,Q1,Accurate,Accurate,17,17,260000,0.580636401175256,27.1254988661366,27.0946047234204,1.06394787932658,NA,NA
Bragtown,neighborhood,150,88.7212812146368,Q1,Overassessed,Overassessed,64,64,260000,0.580636401175256,27.1254988661366,27.0946047234204,1.06394787932658,NA,NA
Bragtown,neighborhood,151,88.7212812146368,Q1,Underassessed,Underassessed,5,5,260000,0.580636401175256,27.1254988661366,27.0946047234204,1.06394787932658,NA,NA
Bragtown,neighborhood,152,88.7212812146368,Q2,Accurate,Accurate,31,31,260000,0.580636401175256,27.1254988661366,27.0946047234204,1.06394787932658,NA,NA
Bragtown,neighborhood,153,88.7212812146368,Q2,Overassessed,Overassessed,24,24,260000,0.580636401175256,27.1254988661366,27.0946047234204,1.06394787932658,NA,NA
Bragtown,neighborhood,154,88.7212812146368,Q2,Underassessed,Underassessed,31,31,260000,0.580636401175256,27.1254988661366,27.0946047234204,1.06394787932658,NA,NA
Bragtown,neighborhood,155,88.7212812146368,Q3,Accurate,Accurate,12,12,260000,0.580636401175256,27.1254988661366,27.0946047234204,1.06394787932658,NA,NA
Bragtown,neighborhood,156,88.7212812146368,Q3,Overassessed,Overassessed,15,15,260000,0.580636401175256,27.1254988661366,27.0946047234204,1.06394787932658,NA,NA
Bragtown,neighborhood,157,88.7212812146368,Q3,Underassessed,Underassessed,59,59,260000,0.580636401175256,27.1254988661366,27.0946047234204,1.06394787932658,NA,NA
Bragtown,neighborhood,158,88.7212812146368,Q4,Accurate,Accurate,28,28,260000,0.580636401175256,27.1254988661366,27.0946047234204,1.06394787932658,NA,NA
Bragtown,neighborhood,159,88.7212812146368,Q4,Overassessed,Overassessed,24,24,260000,0.580636401175256,27.1254988661366,27.0946047234204,1.06394787932658,NA,NA
Bragtown,neighborhood,160,88.7212812146368,Q4,Underassessed,Underassessed,34,34,260000,0.580636401175256,27.1254988661366,27.0946047234204,1.06394787932658,NA,NA
Brightleaf at the Park,neighborhood,161,73.6722925899217,Q1,Accurate,Accurate,8,8,535000,0.615874336283186,14.0300570481638,15.7224690762758,1.03543195078235,NA,NA
